source,image,proposals,final_instances,sam2_selected,coarse_selected,watershed_selected,universal_boundary_selected,cellpose_style_selected,separator_selected,external_selected,separator_generated,separator_before_ranker,separator_after_ranker,separator_after_set_selector,separator_after_merge,proposals_before_ranker,proposals_after_ranker,proposals_after_set_selector,proposals_after_merge,ranked_proposals,final_pred_n,final_gt_n,final_dice,final_binary_iou,final_pq,final_sq,final_rq,final_aji,final_precision,final_recall,final_f1,final_tp,final_fp,final_fn
tissuenet,tissuenet_test_1042.png,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,107,0.8453703894604457,0.7321572058639716,0.5460351555366215,0.7791737612713588,0.7007874015748031,0.49412398921832884,0.6054421768707483,0.8317757009345794,0.7007874015748031,89,58,18
tissuenet,tissuenet_test_1043.png,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,94,0.8385597521235109,0.7219999080079114,0.5852646034926616,0.7519538892975336,0.7783251231527094,0.5918532219316708,0.7247706422018348,0.8404255319148937,0.7783251231527094,79,30,15
tissuenet,tissuenet_test_1044.png,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,117,0.889287380150298,0.8006457874500728,0.6080326297969528,0.794656506269285,0.7651515151515151,0.6691465250263845,0.6870748299319728,0.8632478632478633,0.7651515151515151,101,46,16
tissuenet,tissuenet_test_1045.png,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,88,0.8601370946480359,0.7545969700474153,0.555436992033934,0.7736443817615509,0.717948717948718,0.5483528595338205,0.6542056074766355,0.7954545454545454,0.717948717948718,70,37,18
tissuenet,tissuenet_test_1046.png,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,109,0.9086326402016384,0.8325635103926097,0.7629831857642029,0.900023855051948,0.8477366255144033,0.7436414620947508,0.7686567164179104,0.944954128440367,0.8477366255144033,103,31,6
tissuenet,tissuenet_test_1047.png,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,131,0.8697305339725574,0.7694895421968699,0.6167094375885709,0.7749800012174961,0.795774647887324,0.6052011808803529,0.738562091503268,0.8625954198473282,0.795774647887324,113,40,18
tissuenet,tissuenet_test_1048.png,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,117,0.8472646900516485,0.7350036758131495,0.6112809921133108,0.7898234601068025,0.7739463601532567,0.6247883445285898,0.7013888888888888,0.8632478632478633,0.7739463601532567,101,43,16
tissuenet,tissuenet_test_1049.png,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,115,0.8129523981329064,0.6848523992249534,0.574031122525533,0.7623850846042236,0.7529411764705882,0.5833125066942768,0.6857142857142857,0.8347826086956521,0.7529411764705882,96,44,19
tissuenet,tissuenet_test_105.png,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,196,0.865336363205984,0.7626369041410243,0.5697352351401384,0.7193808823446685,0.7919799498746867,0.5364696041170374,0.7783251231527094,0.8061224489795918,0.7919799498746867,158,45,38
tissuenet,tissuenet_test_1050.png,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,97,0.8538013299513265,0.7448982033062992,0.647604696728565,0.7947875823486935,0.8148148148148148,0.6820026751533601,0.7394957983193278,0.9072164948453608,0.8148148148148148,88,31,9
tissuenet,tissuenet_test_1051.png,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,107,0.8548429456875722,0.7464853335779649,0.6006080774550743,0.7588327860319486,0.7914893617021277,0.6227412205932492,0.7265625,0.8691588785046729,0.7914893617021277,93,35,14
tissuenet,tissuenet_test_1052.png,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,137,0.9101666951129317,0.8351430361244518,0.5917017750151746,0.7788211397635632,0.7597402597402597,0.6201742122808904,0.6842105263157895,0.8540145985401459,0.7597402597402597,117,54,20
tissuenet,tissuenet_test_1053.png,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,0.8619923724906752,0.7574574648302276,0.6211351847303086,0.7653272811855588,0.8115942028985508,0.6381298915282164,0.8235294117647058,0.8,0.8115942028985508,28,6,7
tissuenet,tissuenet_test_1054.png,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,139,0.8975765666565975,0.8141849488217512,0.5379987333473987,0.7689321519068952,0.6996699669966997,0.5294038748137109,0.6463414634146342,0.762589928057554,0.6996699669966997,106,58,33
tissuenet,tissuenet_test_1055.png,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,0.862955977366668,0.7589468483094516,0.48004899024963377,0.7200734853744507,0.6666666666666666,0.4164156198488035,0.6410256410256411,0.6944444444444444,0.6666666666666666,25,14,11
